Configuring port...Connecting...Connected!start

Go !
Forward for 500.000000 mm
Starting control routine
Starting info routine
RSQR : 0 ROT : 0 NUL : 1
14.054000,0.001976,0.001477,0.000000,0.000048,0.000000
24.054000,0.005787,0.004908,0.000000,0.000312,0.000000
34.054000,0.011598,0.010338,0.000000,0.000930,0.000000
44.054000,0.019409,0.017769,0.000000,0.002052,0.000000
54.054000,0.029221,0.027199,0.000000,0.003829,0.000000
64.054000,0.041032,0.038630,0.000000,0.006408,0.000000
74.054000,0.054843,0.052061,0.000000,0.009935,0.000000
84.054000,0.070654,0.067491,0.000000,0.014556,0.000000
94.054000,0.088465,0.084922,0.000000,0.020416,0.000000
104.054000,0.108277,0.104352,0.000000,0.027657,0.000000
114.054000,0.130088,0.125783,0.000000,0.036429,0.000000
124.054000,0.153899,0.149214,0.000000,0.046864,0.000000
134.054000,0.179710,0.174644,0.000000,0.059102,0.000000
144.054000,0.207521,0.202075,0.000000,0.073282,0.000000
154.054000,0.237333,0.231505,0.000000,0.089539,0.000000
164.054000,0.269144,0.262936,0.000000,0.108008,0.000000
174.054000,0.302955,0.296367,0.000000,0.128826,0.000000
184.054000,0.338766,0.331797,0.000000,0.152125,0.000000
194.054000,0.376577,0.369228,0.000000,0.178038,0.000000
204.054000,0.416388,0.408658,0.000000,0.206696,0.000000
214.054000,0.458200,0.450089,0.000000,0.238228,0.000000
224.054000,0.502011,0.493520,0.000000,0.272764,0.000000
234.054000,0.547822,0.538950,0.000000,0.310433,0.000000
244.054000,0.595633,0.586381,0.000000,0.351363,0.000000
254.054000,0.645445,0.635811,0.000000,0.395678,0.000000
264.054000,0.697256,0.687242,0.000000,0.443506,0.000000
274.054000,0.751067,0.740673,0.000000,0.494968,0.000000
284.054000,0.806878,0.796103,0.000000,0.550188,0.000000
294.054000,0.864689,0.853534,0.000000,0.609290,0.000000
304.054000,0.924500,0.912964,0.000000,0.672397,0.000000
314.054000,0.986312,0.974395,0.000000,0.739629,0.000000
324.054000,1.050123,1.037826,0.000000,0.811108,0.000000
334.054000,1.115934,1.092253,0.011003,0.886317,0.000000
344.054000,1.183745,1.159683,0.011003,0.965801,0.000000
354.054000,1.253556,1.229114,0.011003,1.049895,0.000000
364.054000,1.325368,1.300545,0.011003,1.138715,0.000000
374.054000,1.399179,1.362972,0.022007,1.231744,0.000000
384.054000,1.474990,1.427399,0.033010,1.328892,0.000000
394.054000,1.552801,1.471819,0.077024,1.429435,0.000000
404.054000,1.632613,1.518239,0.099031,1.532659,0.000000
414.054000,1.714424,1.566660,0.143044,1.638273,0.000000
424.054000,1.798235,1.573067,0.242075,1.745151,0.000000
434.054000,1.884046,1.526456,0.374116,1.849423,0.000000
444.054000,1.971857,1.437832,0.550171,1.947254,0.000000
454.054000,2.061668,1.362212,0.726225,2.037811,0.000000
464.054000,2.153480,1.277588,0.891276,2.121319,0.000000
474.054000,2.247291,1.216971,1.045323,2.199062,0.000000
484.054000,2.343102,1.147352,1.221377,2.271044,0.000000
494.054000,2.440913,0.969699,1.518466,2.332610,0.000000
504.054000,2.540724,0.684013,1.925590,2.375552,0.000000
514.054000,2.642536,0.312299,2.409739,2.391315,0.000000
524.054000,2.746347,-0.101430,2.937902,2.376921,0.000000
534.054000,2.852158,-0.513159,3.433054,2.330731,0.000000
544.054000,2.959969,-0.900882,3.928209,2.254851,0.000000
554.054000,3.069780,-1.286604,4.434362,2.150131,0.000000
